origin	idx	label	A&B	C=A	C=A&B	C=B	M=A>B	M=B>A
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	20	A=[a+b+b];B=[a]	1	0	0	0	1	1
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	36	A=[a+b];B=[a+b]	1	0	0	0	1	1
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	12	A=[a];B=[a+b+b]	1	0	0	0	1	1
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	20	A=[a+b+b];B=[a]	1	0	0	0	1	1
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	44	A=[a+a+b];B=[b]	1	0	0	0	1	1
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	36	A=[a+b];B=[a+b]	1	0	0	0	1	1
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	12	A=[a];B=[a+b+b]	1	0	0	0	1	1
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	36	A=[a+b];B=[a+b]	1	0	0	0	1	1
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	47	A=[b];B=[a,a,b]	1	0	0	3	1	3
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	40	A=[b];B=[a+a+b]	1	0	0	0	1	1
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	44	A=[a+a+b];B=[b]	1	0	0	0	1	1
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	20	A=[a+b+b];B=[a]	1	0	0	0	1	1
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	13	A=[a,a+b+b]	0	1	0	0	0	0
18	18	A=[a,a+b+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	36	A=[a+b];B=[a+b]	1	0	0	0	1	1
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	41	A=[a+a+b,b]	0	1	0	0	0	0
18	18	A=[a+a+b,b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
18	38	A=[b];B=[a,a+b]	1	0	0	1	1	2
18	29	A=[a,b];B=[a+b]	1	1	0	0	2	1
18	37	A=[a,a+b,b]	0	3	0	0	0	0
18	43	A=[a+b,a+b]	0	1	0	0	0	0
18	18	A=[a+b,a+b]	0	0	0	0	0	0
18	0	A=[a,a];B=[b,b]	1	1	0	1	2	2
18	2	A=[a,a,b];B=[b]	1	3	0	0	3	1
18	25	A=[a,b];B=[a,b]	1	1	0	1	2	2
18	4	A=[a];B=[a,b,b]	1	0	0	3	1	3
18	27	A=[a];B=[a+b,b]	1	0	0	1	1	2
18	28	A=[a,a+b];B=[b]	1	1	0	0	2	1
18	42	A=[a+b];B=[a,b]	1	0	0	1	1	2
18	39	A=[a+b,b];B=[a]	1	1	0	0	2	1
