path_idx	node	event	event_count	C_ancestor	C_derived	Ms	Es	hetA	fixed	hetB	hetAB
0	0	E	1	1	1	2	1	2	0	2	0
0	1	C_derived	1	0	6	0	0	2	0	2	0
0	5	C_derived	2	0	3	0	0	0	1	2	0
0	13	C_derived	1	0	1	0	0	0	0	2	0
0	LCA	LCA	0	0	0	0	0	0	0	0	0
1	0	E	1	1	1	2	1	2	0	2	0
1	1	C_derived	1	0	6	0	0	2	0	2	0
1	5	C_derived	1	0	3	0	0	0	1	2	0
1	14	C_derived	1	0	1	0	0	0	2	0	0
1	LCA	LCA	0	0	0	0	0	0	0	0	0
2	0	E	1	1	1	2	1	2	0	2	0
2	1	C_derived	4	0	6	0	0	2	0	2	0
2	6	C_derived	1	0	3	0	0	1	0	1	1
2	13	C_derived	1	0	1	0	0	0	0	2	0
2	LCA	LCA	0	0	0	0	0	0	0	0	0
3	0	E	1	1	1	2	1	2	0	2	0
3	1	C_derived	4	0	6	0	0	2	0	2	0
3	6	C_derived	1	0	3	0	0	1	0	1	1
3	15	C_derived	1	0	1	0	0	0	0	0	2
3	LCA	LCA	0	0	0	0	0	0	0	0	0
4	0	E	1	1	1	2	1	2	0	2	0
4	1	C_derived	4	0	6	0	0	2	0	2	0
4	6	C_derived	1	0	3	0	0	1	0	1	1
4	16	C_derived	1	0	1	0	0	2	0	0	0
4	LCA	LCA	0	0	0	0	0	0	0	0	0
5	0	E	1	1	1	2	1	2	0	2	0
5	1	C_derived	1	0	6	0	0	2	0	2	0
5	7	C_derived	1	0	3	0	0	2	1	0	0
5	14	C_derived	1	0	1	0	0	0	2	0	0
5	LCA	LCA	0	0	0	0	0	0	0	0	0
6	0	E	1	1	1	2	1	2	0	2	0
6	1	C_derived	1	0	6	0	0	2	0	2	0
6	7	C_derived	2	0	3	0	0	2	1	0	0
6	16	C_derived	1	0	1	0	0	2	0	0	0
6	LCA	LCA	0	0	0	0	0	0	0	0	0
7	0	M	2	1	1	2	1	2	0	2	0
7	2	E	1	3	0	1	1	2	0	2	0
7	1	C_derived	1	0	6	0	0	2	0	2	0
7	5	C_derived	2	0	3	0	0	0	1	2	0
7	13	C_derived	1	0	1	0	0	0	0	2	0
7	LCA	LCA	0	0	0	0	0	0	0	0	0
8	0	M	2	1	1	2	1	2	0	2	0
8	2	E	1	3	0	1	1	2	0	2	0
8	1	C_derived	1	0	6	0	0	2	0	2	0
8	5	C_derived	1	0	3	0	0	0	1	2	0
8	14	C_derived	1	0	1	0	0	0	2	0	0
8	LCA	LCA	0	0	0	0	0	0	0	0	0
9	0	M	2	1	1	2	1	2	0	2	0
9	2	E	1	3	0	1	1	2	0	2	0
9	1	C_derived	4	0	6	0	0	2	0	2	0
9	6	C_derived	1	0	3	0	0	1	0	1	1
9	13	C_derived	1	0	1	0	0	0	0	2	0
9	LCA	LCA	0	0	0	0	0	0	0	0	0
10	0	M	2	1	1	2	1	2	0	2	0
10	2	E	1	3	0	1	1	2	0	2	0
10	1	C_derived	4	0	6	0	0	2	0	2	0
10	6	C_derived	1	0	3	0	0	1	0	1	1
10	15	C_derived	1	0	1	0	0	0	0	0	2
10	LCA	LCA	0	0	0	0	0	0	0	0	0
11	0	M	2	1	1	2	1	2	0	2	0
11	2	E	1	3	0	1	1	2	0	2	0
11	1	C_derived	4	0	6	0	0	2	0	2	0
11	6	C_derived	1	0	3	0	0	1	0	1	1
11	16	C_derived	1	0	1	0	0	2	0	0	0
11	LCA	LCA	0	0	0	0	0	0	0	0	0
12	0	M	2	1	1	2	1	2	0	2	0
12	2	E	1	3	0	1	1	2	0	2	0
12	1	C_derived	1	0	6	0	0	2	0	2	0
12	7	C_derived	1	0	3	0	0	2	1	0	0
12	14	C_derived	1	0	1	0	0	0	2	0	0
12	LCA	LCA	0	0	0	0	0	0	0	0	0
13	0	M	2	1	1	2	1	2	0	2	0
13	2	E	1	3	0	1	1	2	0	2	0
13	1	C_derived	1	0	6	0	0	2	0	2	0
13	7	C_derived	2	0	3	0	0	2	1	0	0
13	16	C_derived	1	0	1	0	0	2	0	0	0
13	LCA	LCA	0	0	0	0	0	0	0	0	0
14	0	M	2	1	1	2	1	2	0	2	0
14	2	M	1	3	0	1	1	2	0	2	0
14	8	E	1	6	0	0	1	2	0	2	0
14	1	C_derived	1	0	6	0	0	2	0	2	0
14	5	C_derived	2	0	3	0	0	0	1	2	0
14	13	C_derived	1	0	1	0	0	0	0	2	0
14	LCA	LCA	0	0	0	0	0	0	0	0	0
15	0	M	2	1	1	2	1	2	0	2	0
15	2	M	1	3	0	1	1	2	0	2	0
15	8	E	1	6	0	0	1	2	0	2	0
15	1	C_derived	1	0	6	0	0	2	0	2	0
15	5	C_derived	1	0	3	0	0	0	1	2	0
15	14	C_derived	1	0	1	0	0	0	2	0	0
15	LCA	LCA	0	0	0	0	0	0	0	0	0
16	0	M	2	1	1	2	1	2	0	2	0
16	2	M	1	3	0	1	1	2	0	2	0
16	8	E	1	6	0	0	1	2	0	2	0
16	1	C_derived	4	0	6	0	0	2	0	2	0
16	6	C_derived	1	0	3	0	0	1	0	1	1
16	13	C_derived	1	0	1	0	0	0	0	2	0
16	LCA	LCA	0	0	0	0	0	0	0	0	0
17	0	M	2	1	1	2	1	2	0	2	0
17	2	M	1	3	0	1	1	2	0	2	0
17	8	E	1	6	0	0	1	2	0	2	0
17	1	C_derived	4	0	6	0	0	2	0	2	0
17	6	C_derived	1	0	3	0	0	1	0	1	1
17	15	C_derived	1	0	1	0	0	0	0	0	2
17	LCA	LCA	0	0	0	0	0	0	0	0	0
18	0	M	2	1	1	2	1	2	0	2	0
18	2	M	1	3	0	1	1	2	0	2	0
18	8	E	1	6	0	0	1	2	0	2	0
18	1	C_derived	4	0	6	0	0	2	0	2	0
18	6	C_derived	1	0	3	0	0	1	0	1	1
18	16	C_derived	1	0	1	0	0	2	0	0	0
18	LCA	LCA	0	0	0	0	0	0	0	0	0
19	0	M	2	1	1	2	1	2	0	2	0
19	2	M	1	3	0	1	1	2	0	2	0
19	8	E	1	6	0	0	1	2	0	2	0
19	1	C_derived	1	0	6	0	0	2	0	2	0
19	7	C_derived	1	0	3	0	0	2	1	0	0
19	14	C_derived	1	0	1	0	0	0	2	0	0
19	LCA	LCA	0	0	0	0	0	0	0	0	0
20	0	M	2	1	1	2	1	2	0	2	0
20	2	M	1	3	0	1	1	2	0	2	0
20	8	E	1	6	0	0	1	2	0	2	0
20	1	C_derived	1	0	6	0	0	2	0	2	0
20	7	C_derived	2	0	3	0	0	2	1	0	0
20	16	C_derived	1	0	1	0	0	2	0	0	0
20	LCA	LCA	0	0	0	0	0	0	0	0	0
21	0	M	2	1	1	2	1	2	0	2	0
21	2	M	1	3	0	1	1	2	0	2	0
21	8	C_ancestor	1	6	0	0	1	2	0	2	0
21	11	E	1	3	0	0	1	0	1	2	0
21	5	C_derived	2	0	3	0	0	0	1	2	0
21	13	C_derived	1	0	1	0	0	0	0	2	0
21	LCA	LCA	0	0	0	0	0	0	0	0	0
22	0	M	2	1	1	2	1	2	0	2	0
22	2	M	1	3	0	1	1	2	0	2	0
22	8	C_ancestor	1	6	0	0	1	2	0	2	0
22	11	E	1	3	0	0	1	0	1	2	0
22	5	C_derived	1	0	3	0	0	0	1	2	0
22	14	C_derived	1	0	1	0	0	0	2	0	0
22	LCA	LCA	0	0	0	0	0	0	0	0	0
23	0	M	2	1	1	2	1	2	0	2	0
23	2	M	1	3	0	1	1	2	0	2	0
23	8	C_ancestor	1	6	0	0	1	2	0	2	0
23	11	C_ancestor	2	3	0	0	1	0	1	2	0
23	20	E	1	1	0	0	1	0	0	2	0
23	13	C_derived	1	0	1	0	0	0	0	2	0
23	LCA	LCA	0	0	0	0	0	0	0	0	0
24	0	M	2	1	1	2	1	2	0	2	0
24	2	M	1	3	0	1	1	2	0	2	0
24	8	C_ancestor	1	6	0	0	1	2	0	2	0
24	11	C_ancestor	2	3	0	0	1	0	1	2	0
24	20	C_ancestor	1	1	0	0	1	0	0	2	0
24	25	E	1	0	0	0	1	0	0	0	0
24	LCA	LCA	0	0	0	0	0	0	0	0	0
25	0	M	2	1	1	2	1	2	0	2	0
25	2	M	1	3	0	1	1	2	0	2	0
25	8	C_ancestor	1	6	0	0	1	2	0	2	0
25	11	C_ancestor	1	3	0	0	1	0	1	2	0
25	21	E	1	1	0	0	1	0	2	0	0
25	14	C_derived	1	0	1	0	0	0	2	0	0
25	LCA	LCA	0	0	0	0	0	0	0	0	0
26	0	M	2	1	1	2	1	2	0	2	0
26	2	M	1	3	0	1	1	2	0	2	0
26	8	C_ancestor	1	6	0	0	1	2	0	2	0
26	11	C_ancestor	1	3	0	0	1	0	1	2	0
26	21	C_ancestor	1	1	0	0	1	0	2	0	0
26	25	E	1	0	0	0	1	0	0	0	0
26	LCA	LCA	0	0	0	0	0	0	0	0	0
27	0	M	2	1	1	2	1	2	0	2	0
27	2	M	1	3	0	1	1	2	0	2	0
27	8	C_ancestor	4	6	0	0	1	2	0	2	0
27	17	E	1	3	0	0	1	1	0	1	1
27	6	C_derived	1	0	3	0	0	1	0	1	1
27	13	C_derived	1	0	1	0	0	0	0	2	0
27	LCA	LCA	0	0	0	0	0	0	0	0	0
28	0	M	2	1	1	2	1	2	0	2	0
28	2	M	1	3	0	1	1	2	0	2	0
28	8	C_ancestor	4	6	0	0	1	2	0	2	0
28	17	E	1	3	0	0	1	1	0	1	1
28	6	C_derived	1	0	3	0	0	1	0	1	1
28	15	C_derived	1	0	1	0	0	0	0	0	2
28	LCA	LCA	0	0	0	0	0	0	0	0	0
29	0	M	2	1	1	2	1	2	0	2	0
29	2	M	1	3	0	1	1	2	0	2	0
29	8	C_ancestor	4	6	0	0	1	2	0	2	0
29	17	E	1	3	0	0	1	1	0	1	1
29	6	C_derived	1	0	3	0	0	1	0	1	1
29	16	C_derived	1	0	1	0	0	2	0	0	0
29	LCA	LCA	0	0	0	0	0	0	0	0	0
30	0	M	2	1	1	2	1	2	0	2	0
30	2	M	1	3	0	1	1	2	0	2	0
30	8	C_ancestor	4	6	0	0	1	2	0	2	0
30	17	C_ancestor	1	3	0	0	1	1	0	1	1
30	20	E	1	1	0	0	1	0	0	2	0
30	13	C_derived	1	0	1	0	0	0	0	2	0
30	LCA	LCA	0	0	0	0	0	0	0	0	0
31	0	M	2	1	1	2	1	2	0	2	0
31	2	M	1	3	0	1	1	2	0	2	0
31	8	C_ancestor	4	6	0	0	1	2	0	2	0
31	17	C_ancestor	1	3	0	0	1	1	0	1	1
31	20	C_ancestor	1	1	0	0	1	0	0	2	0
31	25	E	1	0	0	0	1	0	0	0	0
31	LCA	LCA	0	0	0	0	0	0	0	0	0
32	0	M	2	1	1	2	1	2	0	2	0
32	2	M	1	3	0	1	1	2	0	2	0
32	8	C_ancestor	4	6	0	0	1	2	0	2	0
32	17	C_ancestor	1	3	0	0	1	1	0	1	1
32	23	E	1	1	0	0	1	0	0	0	2
32	15	C_derived	1	0	1	0	0	0	0	0	2
32	LCA	LCA	0	0	0	0	0	0	0	0	0
33	0	M	2	1	1	2	1	2	0	2	0
33	2	M	1	3	0	1	1	2	0	2	0
33	8	C_ancestor	4	6	0	0	1	2	0	2	0
33	17	C_ancestor	1	3	0	0	1	1	0	1	1
33	23	C_ancestor	1	1	0	0	1	0	0	0	2
33	25	E	1	0	0	0	1	0	0	0	0
33	LCA	LCA	0	0	0	0	0	0	0	0	0
34	0	M	2	1	1	2	1	2	0	2	0
34	2	M	1	3	0	1	1	2	0	2	0
34	8	C_ancestor	4	6	0	0	1	2	0	2	0
34	17	C_ancestor	1	3	0	0	1	1	0	1	1
34	24	E	1	1	0	0	1	2	0	0	0
34	16	C_derived	1	0	1	0	0	2	0	0	0
34	LCA	LCA	0	0	0	0	0	0	0	0	0
35	0	M	2	1	1	2	1	2	0	2	0
35	2	M	1	3	0	1	1	2	0	2	0
35	8	C_ancestor	4	6	0	0	1	2	0	2	0
35	17	C_ancestor	1	3	0	0	1	1	0	1	1
35	24	C_ancestor	1	1	0	0	1	2	0	0	0
35	25	E	1	0	0	0	1	0	0	0	0
35	LCA	LCA	0	0	0	0	0	0	0	0	0
36	0	M	2	1	1	2	1	2	0	2	0
36	2	M	1	3	0	1	1	2	0	2	0
36	8	C_ancestor	1	6	0	0	1	2	0	2	0
36	18	E	1	3	0	0	1	2	1	0	0
36	7	C_derived	1	0	3	0	0	2	1	0	0
36	14	C_derived	1	0	1	0	0	0	2	0	0
36	LCA	LCA	0	0	0	0	0	0	0	0	0
37	0	M	2	1	1	2	1	2	0	2	0
37	2	M	1	3	0	1	1	2	0	2	0
37	8	C_ancestor	1	6	0	0	1	2	0	2	0
37	18	E	1	3	0	0	1	2	1	0	0
37	7	C_derived	2	0	3	0	0	2	1	0	0
37	16	C_derived	1	0	1	0	0	2	0	0	0
37	LCA	LCA	0	0	0	0	0	0	0	0	0
38	0	M	2	1	1	2	1	2	0	2	0
38	2	M	1	3	0	1	1	2	0	2	0
38	8	C_ancestor	1	6	0	0	1	2	0	2	0
38	18	C_ancestor	1	3	0	0	1	2	1	0	0
38	21	E	1	1	0	0	1	0	2	0	0
38	14	C_derived	1	0	1	0	0	0	2	0	0
38	LCA	LCA	0	0	0	0	0	0	0	0	0
39	0	M	2	1	1	2	1	2	0	2	0
39	2	M	1	3	0	1	1	2	0	2	0
39	8	C_ancestor	1	6	0	0	1	2	0	2	0
39	18	C_ancestor	1	3	0	0	1	2	1	0	0
39	21	C_ancestor	1	1	0	0	1	0	2	0	0
39	25	E	1	0	0	0	1	0	0	0	0
39	LCA	LCA	0	0	0	0	0	0	0	0	0
40	0	M	2	1	1	2	1	2	0	2	0
40	2	M	1	3	0	1	1	2	0	2	0
40	8	C_ancestor	1	6	0	0	1	2	0	2	0
40	18	C_ancestor	2	3	0	0	1	2	1	0	0
40	24	E	1	1	0	0	1	2	0	0	0
40	16	C_derived	1	0	1	0	0	2	0	0	0
40	LCA	LCA	0	0	0	0	0	0	0	0	0
41	0	M	2	1	1	2	1	2	0	2	0
41	2	M	1	3	0	1	1	2	0	2	0
41	8	C_ancestor	1	6	0	0	1	2	0	2	0
41	18	C_ancestor	2	3	0	0	1	2	1	0	0
41	24	C_ancestor	1	1	0	0	1	2	0	0	0
41	25	E	1	0	0	0	1	0	0	0	0
41	LCA	LCA	0	0	0	0	0	0	0	0	0
42	0	M	2	1	1	2	1	2	0	2	0
42	2	C_ancestor	2	3	0	1	1	2	0	2	0
42	9	E	1	1	0	1	1	1	0	1	1
42	6	C_derived	1	0	3	0	0	1	0	1	1
42	13	C_derived	1	0	1	0	0	0	0	2	0
42	LCA	LCA	0	0	0	0	0	0	0	0	0
43	0	M	2	1	1	2	1	2	0	2	0
43	2	C_ancestor	2	3	0	1	1	2	0	2	0
43	9	E	1	1	0	1	1	1	0	1	1
43	6	C_derived	1	0	3	0	0	1	0	1	1
43	15	C_derived	1	0	1	0	0	0	0	0	2
43	LCA	LCA	0	0	0	0	0	0	0	0	0
44	0	M	2	1	1	2	1	2	0	2	0
44	2	C_ancestor	2	3	0	1	1	2	0	2	0
44	9	E	1	1	0	1	1	1	0	1	1
44	6	C_derived	1	0	3	0	0	1	0	1	1
44	16	C_derived	1	0	1	0	0	2	0	0	0
44	LCA	LCA	0	0	0	0	0	0	0	0	0
45	0	M	2	1	1	2	1	2	0	2	0
45	2	C_ancestor	2	3	0	1	1	2	0	2	0
45	9	M	1	1	0	1	1	1	0	1	1
45	17	E	1	3	0	0	1	1	0	1	1
45	6	C_derived	1	0	3	0	0	1	0	1	1
45	13	C_derived	1	0	1	0	0	0	0	2	0
45	LCA	LCA	0	0	0	0	0	0	0	0	0
46	0	M	2	1	1	2	1	2	0	2	0
46	2	C_ancestor	2	3	0	1	1	2	0	2	0
46	9	M	1	1	0	1	1	1	0	1	1
46	17	E	1	3	0	0	1	1	0	1	1
46	6	C_derived	1	0	3	0	0	1	0	1	1
46	15	C_derived	1	0	1	0	0	0	0	0	2
46	LCA	LCA	0	0	0	0	0	0	0	0	0
47	0	M	2	1	1	2	1	2	0	2	0
47	2	C_ancestor	2	3	0	1	1	2	0	2	0
47	9	M	1	1	0	1	1	1	0	1	1
47	17	E	1	3	0	0	1	1	0	1	1
47	6	C_derived	1	0	3	0	0	1	0	1	1
47	16	C_derived	1	0	1	0	0	2	0	0	0
47	LCA	LCA	0	0	0	0	0	0	0	0	0
48	0	M	2	1	1	2	1	2	0	2	0
48	2	C_ancestor	2	3	0	1	1	2	0	2	0
48	9	M	1	1	0	1	1	1	0	1	1
48	17	C_ancestor	1	3	0	0	1	1	0	1	1
48	20	E	1	1	0	0	1	0	0	2	0
48	13	C_derived	1	0	1	0	0	0	0	2	0
48	LCA	LCA	0	0	0	0	0	0	0	0	0
49	0	M	2	1	1	2	1	2	0	2	0
49	2	C_ancestor	2	3	0	1	1	2	0	2	0
49	9	M	1	1	0	1	1	1	0	1	1
49	17	C_ancestor	1	3	0	0	1	1	0	1	1
49	20	C_ancestor	1	1	0	0	1	0	0	2	0
49	25	E	1	0	0	0	1	0	0	0	0
49	LCA	LCA	0	0	0	0	0	0	0	0	0
50	0	M	2	1	1	2	1	2	0	2	0
50	2	C_ancestor	2	3	0	1	1	2	0	2	0
50	9	M	1	1	0	1	1	1	0	1	1
50	17	C_ancestor	1	3	0	0	1	1	0	1	1
50	23	E	1	1	0	0	1	0	0	0	2
50	15	C_derived	1	0	1	0	0	0	0	0	2
50	LCA	LCA	0	0	0	0	0	0	0	0	0
51	0	M	2	1	1	2	1	2	0	2	0
51	2	C_ancestor	2	3	0	1	1	2	0	2	0
51	9	M	1	1	0	1	1	1	0	1	1
51	17	C_ancestor	1	3	0	0	1	1	0	1	1
51	23	C_ancestor	1	1	0	0	1	0	0	0	2
51	25	E	1	0	0	0	1	0	0	0	0
51	LCA	LCA	0	0	0	0	0	0	0	0	0
52	0	M	2	1	1	2	1	2	0	2	0
52	2	C_ancestor	2	3	0	1	1	2	0	2	0
52	9	M	1	1	0	1	1	1	0	1	1
52	17	C_ancestor	1	3	0	0	1	1	0	1	1
52	24	E	1	1	0	0	1	2	0	0	0
52	16	C_derived	1	0	1	0	0	2	0	0	0
52	LCA	LCA	0	0	0	0	0	0	0	0	0
53	0	M	2	1	1	2	1	2	0	2	0
53	2	C_ancestor	2	3	0	1	1	2	0	2	0
53	9	M	1	1	0	1	1	1	0	1	1
53	17	C_ancestor	1	3	0	0	1	1	0	1	1
53	24	C_ancestor	1	1	0	0	1	2	0	0	0
53	25	E	1	0	0	0	1	0	0	0	0
53	LCA	LCA	0	0	0	0	0	0	0	0	0
54	0	M	2	1	1	2	1	2	0	2	0
54	2	C_ancestor	2	3	0	1	1	2	0	2	0
54	9	C_ancestor	1	1	0	1	1	1	0	1	1
54	19	E	1	0	0	1	1	2	0	0	0
54	16	C_derived	1	0	1	0	0	2	0	0	0
54	LCA	LCA	0	0	0	0	0	0	0	0	0
55	0	M	2	1	1	2	1	2	0	2	0
55	2	C_ancestor	2	3	0	1	1	2	0	2	0
55	9	C_ancestor	1	1	0	1	1	1	0	1	1
55	19	M	1	0	0	1	1	2	0	0	0
55	24	E	1	1	0	0	1	2	0	0	0
55	16	C_derived	1	0	1	0	0	2	0	0	0
55	LCA	LCA	0	0	0	0	0	0	0	0	0
56	0	M	2	1	1	2	1	2	0	2	0
56	2	C_ancestor	2	3	0	1	1	2	0	2	0
56	9	C_ancestor	1	1	0	1	1	1	0	1	1
56	19	M	1	0	0	1	1	2	0	0	0
56	24	C_ancestor	1	1	0	0	1	2	0	0	0
56	25	E	1	0	0	0	1	0	0	0	0
56	LCA	LCA	0	0	0	0	0	0	0	0	0
57	0	M	2	1	1	2	1	2	0	2	0
57	2	C_ancestor	1	3	0	1	1	2	0	2	0
57	10	E	1	1	0	1	1	2	1	0	0
57	7	C_derived	1	0	3	0	0	2	1	0	0
57	14	C_derived	1	0	1	0	0	0	2	0	0
57	LCA	LCA	0	0	0	0	0	0	0	0	0
58	0	M	2	1	1	2	1	2	0	2	0
58	2	C_ancestor	1	3	0	1	1	2	0	2	0
58	10	E	1	1	0	1	1	2	1	0	0
58	7	C_derived	2	0	3	0	0	2	1	0	0
58	16	C_derived	1	0	1	0	0	2	0	0	0
58	LCA	LCA	0	0	0	0	0	0	0	0	0
59	0	M	2	1	1	2	1	2	0	2	0
59	2	C_ancestor	1	3	0	1	1	2	0	2	0
59	10	M	1	1	0	1	1	2	1	0	0
59	18	E	1	3	0	0	1	2	1	0	0
59	7	C_derived	1	0	3	0	0	2	1	0	0
59	14	C_derived	1	0	1	0	0	0	2	0	0
59	LCA	LCA	0	0	0	0	0	0	0	0	0
60	0	M	2	1	1	2	1	2	0	2	0
60	2	C_ancestor	1	3	0	1	1	2	0	2	0
60	10	M	1	1	0	1	1	2	1	0	0
60	18	E	1	3	0	0	1	2	1	0	0
60	7	C_derived	2	0	3	0	0	2	1	0	0
60	16	C_derived	1	0	1	0	0	2	0	0	0
60	LCA	LCA	0	0	0	0	0	0	0	0	0
61	0	M	2	1	1	2	1	2	0	2	0
61	2	C_ancestor	1	3	0	1	1	2	0	2	0
61	10	M	1	1	0	1	1	2	1	0	0
61	18	C_ancestor	1	3	0	0	1	2	1	0	0
61	21	E	1	1	0	0	1	0	2	0	0
61	14	C_derived	1	0	1	0	0	0	2	0	0
61	LCA	LCA	0	0	0	0	0	0	0	0	0
62	0	M	2	1	1	2	1	2	0	2	0
